Date,Price,Open,High,Low,Chg%
31-May-21,48821,48690,48967,48540,0.57%
28-May-21,48542,48432,48603,48250,-0.08%
27-May-21,48581,48751,48870,48451,-0.42%
26-May-21,48784,49067,49220,48666,-0.17%
25-May-21,48867,48425,48894,48333,0.65%
24-May-21,48553,48450,48640,48368,0.31%
21-May-21,48404,48336,48670,48230,-0.29%
20-May-21,48544,48598,48665,48269,-0.27%
19-May-21,48674,48261,48875,47950,0.76%
18-May-21,48307,48419,48490,48215,-0.34%
17-May-21,48474,47989,48499,47910,1.67%
14-May-21,47676,47368,47711,47337,0.50%
13-May-21,47438,47356,47530,47211,-0.09%
12-May-21,47482,47497,47862,47374,-0.32%
11-May-21,47633,47952,48013,47325,-0.66%
10-May-21,47951,47820,48144,47755,0.42%
07-May-21,47751,47654,48050,47520,0.33%
06-May-21,47595,47072,47643,47000,1.27%
05-May-21,47000,46979,47046,46650,0.28%
04-May-21,46871,47226,47451,46717,-0.95%
03-May-21,47319,46921,47450,46921,1.25%
30-Apr-21,46737,46743,46819,46605,0.02%
29-Apr-21,46726,47245,47299,46462,-0.78%
28-Apr-21,47093,47150,47273,46800,-0.44%
27-Apr-21,47303,47465,47515,47273,-0.34%
26-Apr-21,47462,47604,47650,47253,-0.15%
23-Apr-21,47532,47885,48026,47384,-0.50%
22-Apr-21,47772,48252,48260,47660,-0.95%
21-Apr-21,48228,47939,48429,47936,0.78%
20-Apr-21,47857,47424,47901,47128,0.98%
19-Apr-21,47393,47353,47850,47280,0.08%
16-Apr-21,47353,47099,47432,46820,0.38%
15-Apr-21,47175,46680,47279,46680,1.22%
14-Apr-21,46608,46851,46930,46556,-0.78%
13-Apr-21,46975,46450,47033,46367,1.20%
12-Apr-21,46419,46545,46777,46400,-0.37%
09-Apr-21,46593,46766,46887,46314,-0.52%
08-Apr-21,46838,46299,46900,46240,1.03%
07-Apr-21,46362,45766,46420,45742,0.96%
06-Apr-21,45919,45420,45974,45420,2.09%
05-Apr-21,44981,44900,45050,44886,0.48%
01-Apr-21,44767,44650,44865,44650,0.29%
31-Mar-21,44637,43870,44672,43711,1.74%
30-Mar-21,43873,43669,44300,43669,0.75%
29-Mar-21,43545,44520,44550,43320,-2.46%
26-Mar-21,44642,44635,44788,44441,-0.12%
25-Mar-21,44695,44892,45028,44601,-0.37%
24-Mar-21,44860,44800,44895,44673,0.48%
23-Mar-21,44646,44786,44995,44590,-0.58%
22-Mar-21,44905,44974,45040,44630,-0.26%
19-Mar-21,45021,44928,45137,44801,0.16%
18-Mar-21,44951,44892,45299,44626,0.25%
17-Mar-21,44840,44890,45037,44756,0.06%
16-Mar-21,44813,44950,45086,44766,-0.19%
15-Mar-21,44900,44790,45047,44730,0.34%
12-Mar-21,44750,44741,44785,44271,-0.29%
11-Mar-21,44879,44950,45167,44774,0.19%
10-Mar-21,44792,44730,44944,44630,-0.14%
09-Mar-21,44857,44349,44963,44263,1.45%
08-Mar-21,44218,44756,44780,44150,-1.04%
05-Mar-21,44683,44444,44720,44217,0.32%
04-Mar-21,44541,44735,44962,44471,-0.91%
03-Mar-21,44948,45524,45544,44561,-1.32%
02-Mar-21,45548,45066,45650,44975,0.53%
01-Mar-21,45308,46000,46139,45215,-0.94%
26-Feb-21,45736,46340,46689,45611,-1.09%
25-Feb-21,46241,46443,46655,46060,-0.60%
24-Feb-21,46522,46808,46857,46268,-0.60%
23-Feb-21,46802,46973,46985,46589,-0.21%
22-Feb-21,46901,46335,46966,46238,1.52%
19-Feb-21,46197,45986,46490,45861,0.15%
18-Feb-21,46126,46409,46498,46011,-0.24%
17-Feb-21,46237,46800,46800,46162,-1.41%
16-Feb-21,46899,47409,47480,46682,-0.72%
15-Feb-21,47241,47436,47455,47202,-0.16%
12-Feb-21,47318,47411,47586,47111,-0.40%
11-Feb-21,47508,47837,48100,47456,-1.05%
10-Feb-21,48013,48000,48374,47822,0.14%
09-Feb-21,47948,48000,48235,47779,0.23%
08-Feb-21,47839,47152,47957,47152,1.62%
05-Feb-21,47078,47075,47080,47075,0.24%
04-Feb-21,46965,47400,47400,46600,-1.64%
03-Feb-21,47750,47925,47955,47725,0.00%
02-Feb-21,47751,48265,48265,47606,-1.33%
01-Feb-21,48394,49370,49400,47200,-1.43%
29-Jan-21,49096,48624,49485,48624,0.97%
28-Jan-21,48624,48700,49290,48521,-0.49%
27-Jan-21,48865,48903,48980,48511,-0.57%
25-Jan-21,49143,49155,49346,48925,0.01%
22-Jan-21,49140,49355,49399,48685,-0.62%
21-Jan-21,49448,49699,49765,49323,-0.17%
20-Jan-21,49534,49077,49640,48801,1.12%
19-Jan-21,48983,48965,49070,48750,0.18%
18-Jan-21,48894,48669,48995,48608,0.39%
15-Jan-21,48702,49088,49327,48537,-1.05%
14-Jan-21,49221,49000,49268,48751,-0.17%
13-Jan-21,49305,49130,49447,49130,0.53%
12-Jan-21,49045,49320,49570,48933,-0.60%
11-Jan-21,49341,48786,49390,48635,0.76%
08-Jan-21,48967,50755,50799,48818,-3.81%
07-Jan-21,50904,50740,51046,50660,0.78%
06-Jan-21,50509,51555,51875,50401,-2.34%
05-Jan-21,51720,51397,51780,51333,0.58%
04-Jan-21,51424,50300,51490,50300,2.35%
01-Jan-21,50244,50180,50280,50128,0.19%
31-Dec-20,50151,50059,50290,50002,0.03%
30-Dec-20,50135,50179,50179,49857,0.19%
29-Dec-20,50039,50051,50195,49860,0.05%
28-Dec-20,50013,50200,50580,49915,-0.12%
24-Dec-20,50073,50151,50186,49878,-0.15%
23-Dec-20,50149,50042,50280,49680,0.14%
22-Dec-20,50081,50527,50540,49923,-0.66%
21-Dec-20,50416,50515,51009,49712,0.22%
18-Dec-20,50304,50319,50469,50105,-0.17%
17-Dec-20,50390,49720,50642,49720,1.60%
16-Dec-20,49597,49510,49850,49452,0.31%
15-Dec-20,49443,49035,49589,49007,1.03%
14-Dec-20,48939,49101,49133,48602,-0.78%
11-Dec-20,49324,49150,49438,48875,0.50%
10-Dec-20,49077,49165,49500,48935,-0.37%
09-Dec-20,49260,49850,49886,49140,-1.69%
08-Dec-20,50109,50065,50175,49711,0.33%
07-Dec-20,49946,49231,50060,48874,1.12%
04-Dec-20,49393,49350,50001,49100,-0.05%
03-Dec-20,49419,49874,49936,49093,1.60%
02-Dec-20,48643,48499,48849,48400,0.76%
01-Dec-20,48275,48194,48559,47705,1.01%
30-Nov-20,47792,47680,47966,47550,-0.69%
27-Nov-20,48125,48508,48647,47800,-0.81%
26-Nov-20,48517,48524,48800,48425,0.01%
25-Nov-20,48513,48497,48885,48390,-0.15%
24-Nov-20,48585,49262,49262,48514,-1.81%
23-Nov-20,49480,50234,50350,49291,-1.46%
20-Nov-20,50212,50041,50435,49857,0.44%
19-Nov-20,49992,50200,50200,49720,-0.66%
18-Nov-20,50325,50600,50646,50053,-0.87%
17-Nov-20,50766,50800,51029,50703,-0.13%
16-Nov-20,50830,50931,51015,50150,-0.18%
14-Nov-20,50922,51015,51080,50870,0.00%
13-Nov-20,50922,50665,51139,50609,0.64%
12-Nov-20,50600,50315,50790,50217,0.86%
11-Nov-20,50169,50444,50525,49944,-0.66%
10-Nov-20,50501,49931,50664,49931,1.51%
09-Nov-20,49748,52270,52520,49500,-4.64%
06-Nov-20,52167,51912,52450,51711,0.22%
05-Nov-20,52055,51231,52176,51161,2.43%
04-Nov-20,50820,51320,51465,50773,-1.51%
03-Nov-20,51598,50950,51630,50789,1.04%
02-Nov-20,51067,50777,51099,50612,0.73%
30-Oct-20,50699,50465,50870,50353,0.83%
29-Oct-20,50282,50446,50617,50070,-0.42%
28-Oct-20,50495,51065,51065,50230,-0.91%
27-Oct-20,50961,51065,51114,50704,0.06%
26-Oct-20,50930,50690,51125,50552,0.18%
23-Oct-20,50839,50865,51040,50643,0.14%
22-Oct-20,50766,51199,51199,50535,-1.10%
21-Oct-20,51333,50950,51454,50915,0.83%
20-Oct-20,50910,50600,50940,50491,0.44%
19-Oct-20,50687,50552,50940,50437,0.28%
16-Oct-20,50547,50586,50813,50452,-0.33%
15-Oct-20,50712,50314,50749,50280,0.34%
14-Oct-20,50542,50369,50740,50270,0.59%
13-Oct-20,50245,50870,51078,50110,-1.69%
12-Oct-20,51107,50940,51184,50830,0.57%
09-Oct-20,50817,50300,50970,50300,1.28%
08-Oct-20,50175,49972,50399,49924,0.25%
07-Oct-20,50048,50270,50361,49880,-0.95%
06-Oct-20,50526,50468,50982,50445,0.74%
05-Oct-20,50157,50600,50600,50100,-0.62%
01-Oct-20,50470,50400,50940,50300,0.13%
30-Sep-20,50404,50559,50860,50150,-0.55%
29-Sep-20,50681,50194,50739,50059,1.09%
28-Sep-20,50133,49474,50197,49315,0.95%
25-Sep-20,49659,49826,49900,49380,-0.49%
24-Sep-20,49904,49400,50050,49248,0.80%
23-Sep-20,49508,50380,50380,49444,-1.73%
22-Sep-20,50381,50560,50686,50129,-0.18%
21-Sep-20,50471,51650,51650,49815,-2.41%
18-Sep-20,51715,51559,51849,51453,0.51%
17-Sep-20,51453,51710,51710,51181,-0.72%
16-Sep-20,51824,51839,52127,51750,0.11%
15-Sep-20,51769,51850,52182,51561,0.16%
14-Sep-20,51687,51599,51847,51334,0.72%
11-Sep-20,51319,51431,51684,51224,-0.88%
10-Sep-20,51774,51430,51851,51242,0.72%
09-Sep-20,51402,51165,51480,50872,0.10%
08-Sep-20,51353,50800,51406,50629,0.56%
07-Sep-20,51065,50801,51200,50680,0.76%
04-Sep-20,50678,50865,51082,50362,-0.13%
03-Sep-20,50742,50964,51068,50500,-0.16%
02-Sep-20,50821,51449,51555,50696,-1.32%
01-Sep-20,51502,52000,52100,51303,-0.38%
31-Aug-20,51701,51540,51875,51460,0.49%
28-Aug-20,51448,50890,51750,50890,1.07%
27-Aug-20,50902,51601,52160,50533,-1.69%
26-Aug-20,51779,51165,51876,50551,1.68%
25-Aug-20,50924,51350,51533,50820,-0.67%
24-Aug-20,51269,51860,52232,51160,-1.44%
21-Aug-20,52016,52160,52409,51239,-0.26%
20-Aug-20,52151,52550,52550,51721,-0.90%
19-Aug-20,52622,53450,53493,52302,-1.77%
18-Aug-20,53571,53415,53999,51800,0.56%
17-Aug-20,53275,52151,53443,52113,2.01%
14-Aug-20,52227,52675,52797,51840,-1.33%
13-Aug-20,52930,52365,53038,51802,1.29%
12-Aug-20,52254,51650,52598,49955,0.63%
11-Aug-20,51929,54750,54750,51712,-5.49%
10-Aug-20,54946,55049,55449,54861,0.29%
07-Aug-20,54789,55965,56191,54690,-1.89%
06-Aug-20,55845,55265,56079,55241,1.16%
05-Aug-20,55207,54900,55450,54900,2.11%
04-Aug-20,54064,54223,54560,53708,0.12%
03-Aug-20,53997,54194,54199,53564,0.31%
31-Jul-20,53828,53526,53920,53450,1.30%
30-Jul-20,53138,53390,53429,52700,-0.09%
29-Jul-20,53187,52550,53399,52364,1.13%
28-Jul-20,52591,52186,52698,51277,0.94%
27-Jul-20,52101,51749,52220,51657,2.09%
24-Jul-20,51035,50809,51184,50570,0.66%
23-Jul-20,50700,50191,50936,50125,1.24%
22-Jul-20,50078,49931,50199,49630,1.11%
21-Jul-20,49527,49078,49579,49036,1.02%
20-Jul-20,49027,48910,49175,48858,0.12%
17-Jul-20,48967,48796,49025,48713,0.40%
16-Jul-20,48773,49104,49245,48727,-0.79%
15-Jul-20,49159,49228,49270,48914,-0.20%
14-Jul-20,49259,49050,49291,48770,0.23%
13-Jul-20,49148,49046,49265,48915,0.58%
10-Jul-20,48863,48919,49230,48710,-0.03%
09-Jul-20,48878,49139,49312,48756,-0.57%
08-Jul-20,49159,48704,49348,48642,0.74%
07-Jul-20,48800,48210,48825,48101,1.19%
06-Jul-20,48225,47970,48285,47775,0.37%
03-Jul-20,48046,48053,48190,47950,-0.23%
02-Jul-20,48158,48174,48273,47606,-0.23%
01-Jul-20,48267,48814,48982,48051,-1.02%
30-Jun-20,48762,48270,48825,48180,1.07%
29-Jun-20,48244,48365,48462,48150,-0.13%
26-Jun-20,48305,47902,48348,47700,0.76%
25-Jun-20,47941,48114,48173,47823,-0.40%
24-Jun-20,48134,48333,48589,48035,-0.20%
23-Jun-20,48232,47864,48272,47731,0.60%
22-Jun-20,47944,48000,48289,47792,0.01%
19-Jun-20,47937,47399,47980,47328,1.23%
18-Jun-20,47355,47301,47619,47110,0.04%
17-Jun-20,47338,47450,47483,46967,-0.48%
16-Jun-20,47567,47180,47650,46960,1.15%
15-Jun-20,47026,47199,47246,46546,-0.65%
12-Jun-20,47334,47150,47550,47065,-0.17%
11-Jun-20,47414,46750,47680,46750,1.69%
10-Jun-20,46626,46602,46949,46554,0.07%
09-Jun-20,46594,46075,46737,45950,1.07%
08-Jun-20,46101,45793,46160,45748,-0.91%
05-Jun-20,46526,46750,46750,46301,-0.43%
04-Jun-20,46727,46599,46904,46599,1.36%
03-Jun-20,46099,46700,46700,45900,-1.49%
02-Jun-20,46796,47170,47200,46600,-0.61%
01-Jun-20,47083,46571,47300,46520,0.92%
29-May-20,46654,46523,46868,46394,0.54%
28-May-20,46405,46444,46860,46288,-0.27%
27-May-20,46531,46307,46570,45775,0.45%
26-May-20,46322,47049,47150,46257,-1.39%
25-May-20,46973,46808,47050,46650,-0.18%
22-May-20,47056,46466,47130,46464,1.44%
21-May-20,46388,47050,47050,46241,-1.58%
20-May-20,47131,47181,47354,46800,0.17%
19-May-20,47050,46802,47181,46481,0.85%
18-May-20,46655,47659,47980,46559,-1.53%
15-May-20,47381,46711,47462,46641,1.56%
14-May-20,46654,46062,46795,46062,1.46%
13-May-20,45981,45613,46090,45501,0.78%
12-May-20,45625,45878,45970,45544,-0.34%
11-May-20,45781,45801,45960,45590,-0.07%
08-May-20,45812,46377,46377,45755,-0.76%
07-May-20,46161,45430,46209,45340,1.74%
06-May-20,45371,45641,45848,45320,-0.83%
05-May-20,45751,45527,45784,45311,-0.12%
04-May-20,45807,45565,45978,45461,0.62%
01-May-20,45527,45008,45600,44750,1.38%
30-Apr-20,44906,45801,45940,44740,-1.41%
29-Apr-20,45546,45925,46177,45460,-1.13%
28-Apr-20,46066,46000,46133,45576,-0.27%
27-Apr-20,46191,46511,46650,46125,-0.72%
24-Apr-20,46527,46322,46900,46110,0.22%
23-Apr-20,46427,46280,46733,46166,0.56%
22-Apr-20,46167,45768,46245,45560,1.86%
21-Apr-20,45325,45825,46289,45050,-0.85%
20-Apr-20,45714,45465,45795,45310,-0.05%
17-Apr-20,45735,46700,46700,45614,-3.22%
16-Apr-20,47258,46600,47327,46526,1.17%
15-Apr-20,46710,46445,46785,46060,0.92%
13-Apr-20,46286,45800,46385,45622,2.19%
09-Apr-20,45294,44838,45327,44838,0.79%
08-Apr-20,44941,44777,45036,44686,-0.31%
07-Apr-20,45081,44000,45724,44000,2.57%
03-Apr-20,43953,44657,45800,43650,1.37%
01-Apr-20,43357,43261,43550,43080,0.24%
31-Mar-20,43255,43799,43840,43130,-1.34%
30-Mar-20,43842,43450,44190,43212,0.62%
27-Mar-20,43571,42800,43760,42800,0.07%
26-Mar-20,43542,42001,44535,41430,3.14%
25-Mar-20,42217,41379,42785,40811,2.03%
24-Mar-20,41379,42184,42184,39929,0.52%
23-Mar-20,41163,40721,41310,39765,1.99%
20-Mar-20,40358,39900,40948,39838,1.32%
19-Mar-20,39831,39307,40099,39052,0.27%
18-Mar-20,39723,40127,40447,39318,-1.29%
17-Mar-20,40244,39489,40934,38650,1.84%
16-Mar-20,39518,40982,41199,38400,-2.06%
13-Mar-20,40348,41750,42070,40055,-4.40%
12-Mar-20,42206,43302,43637,41567,-2.65%
11-Mar-20,43355,43744,43875,43275,-0.88%
10-Mar-20,43740,43836,43941,43530,-1.38%
09-Mar-20,44353,44575,44772,43851,0.44%
06-Mar-20,44158,44574,44961,43432,-0.67%
05-Mar-20,44458,43504,44503,43243,2.04%
04-Mar-20,43569,43357,43778,43293,0.22%
03-Mar-20,43474,41927,43517,41873,3.62%
02-Mar-20,41956,41738,42343,41646,1.35%
28-Feb-20,41397,42670,42747,41275,-2.33%
27-Feb-20,42385,42640,42976,42322,-0.28%
26-Feb-20,42504,42536,42854,42100,-0.66%
25-Feb-20,42788,43176,43176,42371,-1.82%
24-Feb-20,43580,42932,43788,42932,2.14%
21-Feb-20,42666,42210,42790,42210,1.49%
20-Feb-20,42039,41651,42158,41500,1.09%
19-Feb-20,41586,41408,41619,41350,0.40%
18-Feb-20,41420,40900,41480,40900,1.63%
17-Feb-20,40756,40889,40925,40720,-0.54%
14-Feb-20,40979,40601,41010,40573,0.79%
13-Feb-20,40656,40551,40700,40513,0.42%
12-Feb-20,40484,40431,40549,40306,0.18%
11-Feb-20,40410,40566,40577,40300,-0.66%
10-Feb-20,40679,40566,40715,40514,0.09%
07-Feb-20,40644,40393,40724,40302,0.73%
06-Feb-20,40351,40081,40421,40030,0.44%
05-Feb-20,40175,40201,40280,40000,-0.32%
04-Feb-20,40302,40408,40500,40112,-0.88%
03-Feb-20,40661,41011,41050,40371,-1.32%
01-Feb-20,41206,41035,41297,40820,0.50%
31-Jan-20,41000,41014,41145,40571,0.06%
30-Jan-20,40975,40486,41068,40472,1.55%
29-Jan-20,40350,40111,40458,40066,0.27%
28-Jan-20,40242,40562,40608,40156,-0.85%
27-Jan-20,40585,40500,40810,40480,0.58%
24-Jan-20,40352,40214,40440,39951,0.17%
23-Jan-20,40283,39904,40311,39836,0.93%
22-Jan-20,39913,39817,39974,39752,0.01%
21-Jan-20,39911,40090,40176,39675,-0.09%
20-Jan-20,39947,39900,40000,39880,0.00%
17-Jan-20,39946,39730,39983,39702,0.66%
16-Jan-20,39686,39655,39775,39588,0.19%
15-Jan-20,39611,39646,39708,39477,0.42%
14-Jan-20,39447,39500,39530,39262,-0.25%
13-Jan-20,39546,39722,39801,39523,-0.82%
10-Jan-20,39871,39718,39913,39568,0.10%
09-Jan-20,39830,40036,40144,39610,-0.70%
08-Jan-20,40110,40946,41293,39922,-1.36%
07-Jan-20,40663,40350,40693,40203,0.47%
06-Jan-20,40472,40250,41096,40250,0.90%
03-Jan-20,40112,39500,40143,39500,2.13%
02-Jan-20,39277,39051,39400,39041,0.54%
01-Jan-20,39067,39108,39113,38957,-0.10%
31-Dec-19,39108,39053,39270,39011,0.35%
30-Dec-19,38971,39067,39090,38904,-0.28%
27-Dec-19,39080,38930,39095,38787,0.51%
26-Dec-19,38882,38635,38948,38635,0.63%
24-Dec-19,38639,38330,38667,38292,1.00%
23-Dec-19,38257,38040,38287,38040,0.70%
20-Dec-19,37991,38040,38120,37951,-0.31%
19-Dec-19,38109,37959,38130,37860,0.52%
18-Dec-19,37912,37959,37995,37802,-0.07%
17-Dec-19,37940,37869,37980,37845,0.18%
16-Dec-19,37871,37725,37967,37725,0.26%
13-Dec-19,37773,37466,37840,37466,0.61%
12-Dec-19,37544,37770,38068,37470,-0.41%
11-Dec-19,37699,37580,37738,37520,0.34%
10-Dec-19,37571,37677,37700,37534,-0.03%
09-Dec-19,37583,37679,37698,37563,-0.31%
06-Dec-19,37699,38011,38119,37655,-1.41%
05-Dec-19,38237,38850,38850,38192,0.16%
04-Dec-19,38176,38331,38450,38140,-0.19%
03-Dec-19,38250,37930,38768,37880,0.79%
02-Dec-19,37952,37717,38028,37100,-0.21%
29-Nov-19,38031,37782,38114,37693,0.82%
28-Nov-19,37723,37573,37748,37540,0.53%
27-Nov-19,37525,37690,37690,37482,-0.51%
26-Nov-19,37718,37696,37777,37520,-0.01%
25-Nov-19,37723,37935,37935,37705,-0.45%
22-Nov-19,37895,37929,38135,37871,-0.15%
21-Nov-19,37953,38155,38193,37920,-0.53%
20-Nov-19,38155,38220,38330,38001,-0.13%
19-Nov-19,38205,38230,38230,37920,-0.06%
18-Nov-19,38229,37918,38247,37791,0.62%
15-Nov-19,37994,38236,38236,37921,-0.71%
14-Nov-19,38266,38060,38318,38059,0.44%
13-Nov-19,38097,37787,38148,37781,1.00%
12-Nov-19,37720,37680,37793,37522,0.11%
11-Nov-19,37680,37687,37848,37510,-0.02%
08-Nov-19,37687,37747,37869,37477,0.30%
07-Nov-19,37575,38245,38245,37520,-1.76%
06-Nov-19,38247,37906,38286,37906,0.97%
05-Nov-19,37881,38369,38396,37851,-1.54%
04-Nov-19,38472,38391,38510,38331,0.42%
01-Nov-19,38310,38500,38546,38265,-0.69%
31-Oct-19,38578,38105,38603,38037,1.29%
30-Oct-19,38088,37920,38129,37894,0.45%
29-Oct-19,37916,37939,38045,37801,-0.02%
28-Oct-19,37922,38283,38283,37895,-0.92%
27-Oct-19,38275,38319,38340,38260,0.02%
25-Oct-19,38269,38332,38618,38215,-0.22%
24-Oct-19,38352,38036,38372,37990,0.92%
23-Oct-19,38003,37944,38099,37944,0.32%
22-Oct-19,37881,37883,37950,37822,-0.02%
21-Oct-19,37890,38010,38090,37867,-0.52%
18-Oct-19,38089,38142,38194,37965,-0.28%
17-Oct-19,38196,38181,38233,37972,-0.06%
16-Oct-19,38219,38137,38240,37937,0.48%
15-Oct-19,38036,38235,38425,37972,-0.50%
14-Oct-19,38226,37894,38280,37771,1.01%
11-Oct-19,37845,38002,38350,37691,-0.82%
10-Oct-19,38159,38526,38545,38077,-0.88%
09-Oct-19,38497,38451,38574,38272,0.30%
08-Oct-19,38383,38320,38599,38225,0.68%
07-Oct-19,38123,38410,38470,38037,0.18%
04-Oct-19,38055,37925,38350,37837,0.17%
03-Oct-19,37990,37825,38099,37735,1.82%
01-Oct-19,37311,37003,37513,36771,1.08%
30-Sep-19,36913,37550,37640,36832,-2.22%
27-Sep-19,37750,37753,37836,37310,-0.12%
26-Sep-19,37794,37688,37849,37452,0.51%
25-Sep-19,37602,38072,38194,37485,-1.33%
24-Sep-19,38108,37825,38190,37770,0.49%
23-Sep-19,37924,37800,37974,37731,0.60%
20-Sep-19,37697,37714,37750,37438,0.03%
19-Sep-19,37686,37756,37787,37532,-0.43%
18-Sep-19,37849,37946,37965,37734,-0.44%
17-Sep-19,38016,38050,38179,37861,-0.43%
16-Sep-19,38180,37774,38215,37774,1.75%
13-Sep-19,37524,37728,37892,37449,-0.60%
12-Sep-19,37750,37898,38228,37662,-0.59%
11-Sep-19,37974,38207,38259,37930,-0.73%
10-Sep-19,38253,38355,38495,38205,-0.57%
09-Sep-19,38472,38553,38697,38272,-0.21%
06-Sep-19,38553,38800,38978,38376,-0.88%
05-Sep-19,38894,39582,39628,38514,-2.33%
04-Sep-19,39823,39651,39885,39358,0.36%
03-Sep-19,39680,38915,39740,38898,1.52%
02-Sep-19,39087,38859,39119,38846,1.11%
30-Aug-19,38656,38650,38948,38611,-0.38%
29-Aug-19,38803,39180,39425,38675,-0.92%
28-Aug-19,39165,38947,39290,38861,0.31%
27-Aug-19,39044,38797,39084,38713,0.56%
26-Aug-19,38828,39134,39340,38800,0.16%
23-Aug-19,38765,38052,38821,37960,1.57%
22-Aug-19,38165,37950,38220,37916,0.45%
21-Aug-19,37993,37903,38041,37814,-0.03%
20-Aug-19,38004,37750,38077,37678,0.48%
19-Aug-19,37823,37737,37888,37605,-0.30%
16-Aug-19,37938,38143,38220,37705,-0.59%
14-Aug-19,38163,37788,38340,37693,1.03%
13-Aug-19,37775,38449,38666,37344,-1.22%
12-Aug-19,38241,38257,38349,38152,0.66%
09-Aug-19,37992,37976,38148,37815,0.62%
08-Aug-19,37757,37994,38090,37624,-1.21%
07-Aug-19,38218,37830,38488,37613,1.92%
06-Aug-19,37497,37327,37530,36921,2.70%
05-Aug-19,36511,36192,36540,36020,2.63%
02-Aug-19,35577,34997,35644,34947,1.89%
01-Aug-19,34916,34297,35141,34265,1.16%
31-Jul-19,34517,34543,34666,34415,-0.03%
30-Jul-19,34529,34704,34773,34291,-0.52%
29-Jul-19,34709,34750,34830,34670,-0.18%
26-Jul-19,34773,34819,34976,34723,-0.13%
25-Jul-19,34817,35000,35117,34780,-0.60%
24-Jul-19,35027,35049,35094,34925,0.02%
23-Jul-19,35021,35000,35150,34886,-0.32%
22-Jul-19,35132,35109,35206,35050,0.27%
19-Jul-19,35036,35321,35409,35000,-0.34%
18-Jul-19,35156,35050,35191,34880,0.19%
17-Jul-19,35090,34787,35139,34682,0.80%
16-Jul-19,34812,34883,34946,34710,-0.20%
