Date,Price,Open,High,Low,Chg%
09-Nov-17,29661,29467,29687,29454,0.43%
08-Nov-17,29535,29474,29583,29420,0.33%
07-Nov-17,29437,29318,29470,29316,0.32%
06-Nov-17,29344,29200,29372,29109,0.88%
03-Nov-17,29088,29253,29280,29069,-0.53%
02-Nov-17,29244,29214,29370,29200,0.08%
01-Nov-17,29221,29150,29342,29090,0.23%
31-Oct-17,29153,29330,29368,29136,-0.79%
30-Oct-17,29384,29295,29410,29229,0.23%
27-Oct-17,29318,29250,29340,29209,0.16%
26-Oct-17,29270,29393,29470,29242,-0.42%
25-Oct-17,29394,29463,29472,29306,-0.50%
24-Oct-17,29541,29571,29574,29467,0.01%
23-Oct-17,29537,29500,29591,29384,-0.06%
20-Oct-17,29554,29572,29637,29535,-0.42%
19-Oct-17,29679,29631,29697,29612,0.38%
18-Oct-17,29568,29647,29677,29522,-0.10%
17-Oct-17,29598,29810,29810,29570,-0.86%
16-Oct-17,29854,29839,29955,29813,0.01%
13-Oct-17,29851,29805,29868,29720,0.12%
12-Oct-17,29814,29775,29900,29710,0.36%
11-Oct-17,29707,29780,29822,29690,-0.40%
10-Oct-17,29825,29780,29859,29751,0.31%
09-Oct-17,29732,29698,29772,29664,0.54%
06-Oct-17,29573,29361,29598,29312,0.80%
05-Oct-17,29337,29367,29430,29310,0.16%
04-Oct-17,29290,29413,29455,29260,-0.22%
03-Oct-17,29355,29500,29500,29300,-0.68%
29-Sep-17,29557,29604,29671,29526,-0.17%
28-Sep-17,29608,29663,29686,29522,-0.17%
27-Sep-17,29658,29840,29928,29626,-0.72%
26-Sep-17,29872,30100,30169,29780,-0.56%
25-Sep-17,30039,29510,30129,29510,1.53%
22-Sep-17,29585,29650,29746,29556,0.07%
21-Sep-17,29564,29555,29623,29443,-0.71%
20-Sep-17,29774,29693,29799,29680,0.52%
19-Sep-17,29621,29566,29682,29546,0.25%
18-Sep-17,29547,29820,29820,29538,-1.03%
15-Sep-17,29856,30022,30040,29825,-0.51%
14-Sep-17,30010,29807,30050,29765,0.41%
13-Sep-17,29886,29999,30058,29820,-0.19%
12-Sep-17,29943,29911,29971,29820,0.03%
11-Sep-17,29933,30200,30200,29917,-1.11%
08-Sep-17,30268,30382,30474,30210,-0.05%
07-Sep-17,30282,30076,30368,30055,0.69%
06-Sep-17,30075,30245,30286,30035,-0.49%
05-Sep-17,30223,30178,30243,29955,0.39%
04-Sep-17,30105,30011,30267,30011,0.95%
01-Sep-17,29823,29735,29880,29688,0.26%
31-Aug-17,29745,29500,29767,29412,0.64%
30-Aug-17,29555,29641,29641,29466,-0.36%
29-Aug-17,29662,29550,29937,29550,0.54%
28-Aug-17,29503,29195,29518,29173,1.15%
25-Aug-17,29167,29096,29224,28777,0.23%
24-Aug-17,29099,29142,29182,29046,-0.22%
23-Aug-17,29164,29106,29214,29074,0.20%
22-Aug-17,29105,29238,29238,29036,-0.61%
21-Aug-17,29283,29125,29314,29079,0.41%
18-Aug-17,29163,29170,29443,29075,0.04%
17-Aug-17,29151,29050,29229,29050,0.69%
16-Aug-17,28952,28950,28970,28800,-0.44%
14-Aug-17,29080,29114,29163,29023,-0.42%
11-Aug-17,29203,29199,29295,29071,0.09%
10-Aug-17,29176,28900,29223,28900,1.15%
09-Aug-17,28844,28520,28865,28520,1.64%
08-Aug-17,28379,28462,28529,28300,-0.27%
07-Aug-17,28457,28389,28488,28372,-0.41%
04-Aug-17,28573,28487,28666,28435,0.30%
03-Aug-17,28487,28383,28499,28300,0.18%
02-Aug-17,28437,28420,28509,28400,0.12%
01-Aug-17,28404,28521,28569,28350,-0.54%
31-Jul-17,28557,28473,28620,28467,-0.08%
28-Jul-17,28580,28477,28595,28395,0.37%
27-Jul-17,28476,28600,28607,28367,0.32%
26-Jul-17,28384,28400,28403,28304,-0.33%
25-Jul-17,28478,28538,28579,28392,-0.13%
24-Jul-17,28516,28563,28610,28500,-0.09%
21-Jul-17,28541,28327,28559,28283,0.74%
20-Jul-17,28331,28217,28380,28131,0.29%
19-Jul-17,28250,28255,28260,28121,-0.01%
18-Jul-17,28253,28138,28285,28125,0.47%
17-Jul-17,28120,28050,28143,28025,0.44%
14-Jul-17,27996,27823,28073,27771,0.57%
13-Jul-17,27837,27950,27957,27812,-0.05%
12-Jul-17,27851,27915,27977,27802,0.06%
11-Jul-17,27834,27742,27870,27678,0.14%
10-Jul-17,27794,27732,27820,27603,0.04%
07-Jul-17,27784,28050,28118,27724,-1.18%
06-Jul-17,28116,28170,28188,28092,0.03%
05-Jul-17,28107,28170,28191,28005,-0.03%
04-Jul-17,28115,28073,28213,28073,0.10%
03-Jul-17,28086,28421,28421,28067,-1.24%
30-Jun-17,28439,28609,28609,28405,-0.59%
29-Jun-17,28608,28623,28629,28431,0.14%
28-Jun-17,28567,28610,28725,28508,0.05%
27-Jun-17,28553,28480,28648,28473,0.15%
26-Jun-17,28510,28450,28527,28350,-0.78%
23-Jun-17,28734,28683,28820,28680,0.37%
22-Jun-17,28629,28645,28749,28620,0.18%
21-Jun-17,28577,28590,28634,28448,0.18%
20-Jun-17,28526,28533,28599,28487,-0.06%
19-Jun-17,28542,28650,28650,28526,-0.52%
16-Jun-17,28690,28770,28799,28675,-0.27%
15-Jun-17,28768,28950,28950,28705,-0.90%
14-Jun-17,29030,29050,29087,28880,0.30%
13-Jun-17,28944,28987,28991,28810,-0.17%
12-Jun-17,28993,28951,29049,28930,-0.09%
09-Jun-17,29019,29101,29101,28905,-0.38%
08-Jun-17,29131,29350,29405,29020,-1.05%
07-Jun-17,29440,29524,29544,29388,-0.43%
06-Jun-17,29567,29280,29585,29280,1.87%
05-Jun-17,29024,29074,29080,28953,0.53%
02-Jun-17,28871,28629,28905,28600,0.76%
01-Jun-17,28652,28770,28777,28550,-0.66%
31-May-17,28843,28705,28880,28643,0.35%
30-May-17,28741,28949,28986,28712,-0.55%
29-May-17,28900,28870,28941,28832,0.04%
26-May-17,28888,28715,28904,28705,0.79%
25-May-17,28661,28750,28765,28630,-0.18%
24-May-17,28713,28750,28760,28645,-0.34%
23-May-17,28811,28850,28935,28755,0.09%
22-May-17,28785,28593,28800,28564,0.52%
19-May-17,28635,28647,28785,28530,-0.24%
18-May-17,28705,28650,29004,28567,0.30%
17-May-17,28619,28150,28645,28150,1.87%
16-May-17,28094,28020,28135,28020,0.36%
15-May-17,27992,28024,28142,27982,-0.05%
12-May-17,28005,28008,28129,27972,0.00%
11-May-17,28004,27984,28093,27932,0.03%
10-May-17,27996,28086,28145,27970,0.09%
09-May-17,27971,28141,28174,27951,-0.43%
08-May-17,28091,28118,28237,28071,0.07%
05-May-17,28072,28140,28250,28055,0.00%
04-May-17,28072,28371,28371,28020,-1.40%
03-May-17,28472,28572,28597,28405,-0.38%
02-May-17,28582,28620,28646,28554,-0.25%
01-May-17,28653,28777,28894,28636,-0.76%
28-Apr-17,28873,28813,28897,28790,0.36%
27-Apr-17,28769,28789,28817,28703,0.17%
26-Apr-17,28719,28753,28821,28660,-0.33%
25-Apr-17,28814,29070,29070,28765,-1.09%
24-Apr-17,29131,29250,29250,28960,-0.98%
21-Apr-17,29418,29273,29447,29223,0.42%
20-Apr-17,29295,29254,29342,29203,-0.03%
19-Apr-17,29305,29414,29414,29201,-0.71%
18-Apr-17,29514,29401,29539,29252,0.29%
17-Apr-17,29430,29450,29483,29370,0.07%
13-Apr-17,29409,29300,29433,29281,0.62%
12-Apr-17,29229,29216,29297,29167,0.12%
11-Apr-17,29193,28840,29229,28765,1.58%
10-Apr-17,28739,28682,28800,28621,0.19%
07-Apr-17,28684,28884,29000,28661,-0.13%
06-Apr-17,28721,28935,28950,28701,0.15%
05-Apr-17,28677,28860,28890,28635,-0.64%
04-Apr-17,28862,28820,28963,28816,0.56%
03-Apr-17,28702,28420,28734,28404,0.84%
31-Mar-17,28463,28460,28527,28420,-0.28%
30-Mar-17,28542,28695,28720,28501,-0.56%
29-Mar-17,28703,28751,28751,28626,-0.50%
28-Mar-17,28848,28799,28892,28760,0.14%
27-Mar-17,28807,28870,28938,28762,0.05%
24-Mar-17,28793,28763,28828,28703,-0.02%
23-Mar-17,28800,28819,28948,28750,-0.29%
22-Mar-17,28885,28811,28929,28803,0.12%
21-Mar-17,28851,28450,28881,28392,1.21%
20-Mar-17,28505,28550,28599,28490,-0.01%
17-Mar-17,28509,28390,28530,28390,0.34%
16-Mar-17,28411,28325,28540,28325,1.52%
15-Mar-17,27985,28054,28054,27907,-0.32%
14-Mar-17,28076,28250,28279,28055,-0.62%
13-Mar-17,28251,28420,28420,28210,-0.41%
10-Mar-17,28366,28350,28464,28251,-0.28%
09-Mar-17,28446,28550,28597,28402,-0.64%
08-Mar-17,28629,28774,28775,28581,-0.42%
07-Mar-17,28751,28941,28949,28721,-0.67%
06-Mar-17,28945,29100,29189,28923,-0.26%
03-Mar-17,29020,29168,29200,28952,-0.51%
02-Mar-17,29170,29419,29422,29143,-0.88%
01-Mar-17,29428,29451,29453,29266,-0.47%
28-Feb-17,29566,29650,29650,29500,-0.48%
27-Feb-17,29710,29587,29785,29541,0.29%
24-Feb-17,29623,29550,29649,29511,0.58%
23-Feb-17,29451,29252,29468,29215,0.83%
22-Feb-17,29208,29240,29345,29174,-0.32%
21-Feb-17,29301,29202,29330,29075,-0.01%
20-Feb-17,29303,29251,29325,29195,-0.19%
17-Feb-17,29360,29347,29449,29302,-0.19%
16-Feb-17,29416,29195,29485,29182,0.94%
15-Feb-17,29143,29063,29170,28872,0.49%
14-Feb-17,29001,29050,29173,28953,-0.07%
13-Feb-17,29021,29120,29166,28941,-0.52%
10-Feb-17,29173,29016,29204,28925,0.29%
09-Feb-17,29089,29338,29388,29057,-0.82%
08-Feb-17,29330,29311,29414,29241,-0.01%
07-Feb-17,29332,29250,29348,29180,0.48%
06-Feb-17,29193,28950,29220,28950,0.79%
03-Feb-17,28964,29025,29099,28860,-0.06%
02-Feb-17,28981,29065,29257,28875,0.38%
01-Feb-17,28870,28873,29105,28800,-0.25%
31-Jan-17,28942,28570,28990,28570,1.47%
30-Jan-17,28524,28384,28560,28336,0.60%
27-Jan-17,28353,28250,28383,28085,-0.11%
25-Jan-17,28385,28650,28650,28357,-1.18%
24-Jan-17,28725,28801,28801,28700,-0.27%
23-Jan-17,28803,28650,28857,28650,0.62%
20-Jan-17,28625,28649,28696,28533,0.34%
19-Jan-17,28528,28646,28646,28460,-0.91%
18-Jan-17,28791,28738,28825,28675,0.18%
17-Jan-17,28738,28580,28776,28571,0.73%
16-Jan-17,28529,28450,28607,28450,0.53%
13-Jan-17,28380,28360,28440,28240,-0.05%
12-Jan-17,28393,28350,28520,28337,0.33%
11-Jan-17,28300,28158,28345,28082,0.55%
10-Jan-17,28144,28020,28260,28009,0.33%
09-Jan-17,28051,27915,28080,27841,0.59%
08-Jan-17,27887,27892,27983,27825,-0.22%
07-Jan-17,27948,27800,27978,27785,0.96%
05-Jan-17,27682,27685,27815,27657,-0.35%
04-Jan-17,27778,27568,27823,27450,0.75%
03-Jan-17,27570,27401,27600,27401,0.46%
02-Jan-17,27485,27285,27523,27234,0.36%
01-Jan-17,27485,27285,27523,27234,0.36%
30-Dec-16,27445,27591,27634,27421,-0.42%
29-Dec-16,27562,27350,27589,27320,0.96%
28-Dec-16,27300,27238,27347,27200,0.48%
27-Dec-16,27170,27120,27419,27061,0.49%
26-Dec-16,27037,27004,27068,26916,0.16%
23-Dec-16,26994,26995,27042,26910,0.10%
22-Dec-16,26968,26980,27080,26862,-0.08%
21-Dec-16,26990,27143,27207,26972,-0.52%
20-Dec-16,27130,27180,27194,27015,-0.48%
19-Dec-16,27260,27190,27280,27168,0.35%
16-Dec-16,27164,27043,27266,26972,0.54%
15-Dec-16,27019,27401,27401,26901,-2.06%
14-Dec-16,27587,27594,27685,27562,0.19%
13-Dec-16,27535,27635,27648,27475,-0.47%
12-Dec-16,27666,27500,27682,27415,0.33%
09-Dec-16,27576,27750,27796,27531,-0.72%
08-Dec-16,27777,27911,27923,27750,-0.48%
07-Dec-16,27911,27856,28025,27810,0.30%
06-Dec-16,27827,28002,28055,27810,-1.55%
05-Dec-16,28266,28300,28525,28116,-0.57%
02-Dec-16,28427,28200,28490,28180,1.82%
01-Dec-16,27920,28400,28400,27881,-1.64%
30-Nov-16,28385,28740,28740,28338,-1.31%
29-Nov-16,28762,28754,28800,28582,0.09%
28-Nov-16,28736,28702,28872,28625,0.48%
25-Nov-16,28598,28553,28693,28374,-0.51%
24-Nov-16,28746,28743,28790,28630,-0.29%
23-Nov-16,28829,29179,29225,28716,-1.06%
22-Nov-16,29139,29178,29224,29060,0.01%
21-Nov-16,29135,29024,29200,28946,0.68%
18-Nov-16,28937,29000,29000,28800,-0.67%
17-Nov-16,29131,29347,29390,29091,-0.86%
16-Nov-16,29383,29371,29441,29315,0.21%
15-Nov-16,29320,29558,29558,29223,-0.97%
14-Nov-16,29607,29328,29698,29281,0.72%
11-Nov-16,29396,29830,29957,29250,-1.69%
10-Nov-16,29900,30053,30195,29771,0.08%
09-Nov-16,29877,30400,31376,29805,-0.01%
08-Nov-16,29880,30100,30368,29731,-0.66%
07-Nov-16,30078,30510,30510,30005,-1.57%
04-Nov-16,30557,30430,30624,30372,0.23%
03-Nov-16,30487,30649,30649,30206,-0.58%
02-Nov-16,30666,30350,30686,30350,1.26%
01-Nov-16,30285,30000,30314,30000,1.12%
31-Oct-16,29950,30010,30030,29916,-0.38%
30-Oct-16,30064,30070,30070,30032,-0.06%
28-Oct-16,30082,29989,30157,29720,0.52%
27-Oct-16,29927,29846,29962,29831,0.31%
26-Oct-16,29834,29980,30000,29802,-0.36%
25-Oct-16,29942,29842,29982,29739,0.60%
24-Oct-16,29763,29905,29905,29730,-0.61%
21-Oct-16,29946,29850,29975,29810,0.12%
20-Oct-16,29910,29990,30063,29881,0.03%
19-Oct-16,29901,29779,29995,29757,0.39%
18-Oct-16,29786,29750,29840,29680,0.27%
17-Oct-16,29705,29673,29734,29600,0.17%
14-Oct-16,29656,29675,29725,29460,-0.18%
13-Oct-16,29709,29800,29885,29692,0.20%
12-Oct-16,29651,29692,29779,29590,-0.23%
11-Oct-16,29719,29565,29785,29565,0.21%
10-Oct-16,29658,29650,29798,29630,0.27%
07-Oct-16,29578,29600,29860,29300,0.01%
06-Oct-16,29575,29835,29949,29550,-0.99%
05-Oct-16,29870,30036,30036,29786,-0.40%
04-Oct-16,29991,30645,30714,29885,-1.92%
03-Oct-16,30579,30732,30828,30552,-0.53%
30-Sep-16,30742,31100,31240,30670,-1.36%
29-Sep-16,31165,30990,31194,30975,0.68%
28-Sep-16,30955,30980,31039,30866,-0.07%
27-Sep-16,30978,31271,31271,30962,-1.12%
26-Sep-16,31328,31236,31350,31211,0.15%
23-Sep-16,31281,31242,31350,31205,-0.16%
22-Sep-16,31332,31250,31380,31157,0.41%
21-Sep-16,31205,30975,31238,30841,0.91%
20-Sep-16,30924,30950,31050,30876,0.07%
19-Sep-16,30903,30932,30980,30880,0.29%
16-Sep-16,30813,30875,30934,30800,-0.31%
15-Sep-16,30910,31058,31178,30792,-0.41%
14-Sep-16,31038,31030,31116,31003,-0.14%
13-Sep-16,31081,31041,31179,31017,0.20%
12-Sep-16,31019,31150,31206,30951,-0.63%
09-Sep-16,31217,31245,31296,31130,0.04%
08-Sep-16,31203,31350,31380,31153,-0.33%
07-Sep-16,31305,31440,31466,31250,-0.23%
06-Sep-16,31378,30995,31410,30927,1.27%
05-Sep-16,30985,30930,31019,30922,0.21%
02-Sep-16,30920,30919,31065,30560,0.48%
01-Sep-16,30772,30750,30869,30610,0.16%
31-Aug-16,30724,30840,30884,30670,-0.31%
30-Aug-16,30821,31045,31049,30805,-0.82%
29-Aug-16,31075,30940,31093,30879,0.27%
26-Aug-16,30990,30910,31320,30891,0.20%
25-Aug-16,30928,31029,31054,30851,-0.38%
24-Aug-16,31046,31290,31357,31027,-1.03%
23-Aug-16,31370,31300,31415,31263,-0.03%
22-Aug-16,31379,31325,31395,31204,-0.08%
19-Aug-16,31404,31411,31492,31300,-0.24%
18-Aug-16,31478,31399,31518,31355,0.35%
17-Aug-16,31368,31360,31415,31300,-0.31%
16-Aug-16,31467,31250,31568,31250,0.79%
12-Aug-16,31219,31250,31577,31131,-0.34%
11-Aug-16,31327,31350,31492,31262,-0.21%
10-Aug-16,31393,31324,31565,31280,0.38%
09-Aug-16,31273,31174,31297,31062,0.31%
08-Aug-16,31176,31202,31215,31020,0.41%
05-Aug-16,31050,31600,31670,30674,-1.80%
04-Aug-16,31620,31506,31675,31472,0.04%
03-Aug-16,31608,31809,31939,31592,-0.53%
02-Aug-16,31775,31496,31839,31448,0.76%
01-Aug-16,31534,31358,31550,31358,-0.05%
29-Jul-16,31549,31150,31598,31025,1.67%
28-Jul-16,31031,31149,31285,30955,0.15%
27-Jul-16,30986,30823,31019,30786,0.24%
26-Jul-16,30912,30873,30950,30784,0.02%
25-Jul-16,30907,30782,30930,30682,0.12%
22-Jul-16,30871,30952,30980,30780,-0.43%
21-Jul-16,31005,30680,31045,30669,0.87%
20-Jul-16,30737,31065,31093,30705,-1.15%
19-Jul-16,31094,31050,31114,30941,0.25%
18-Jul-16,31015,30901,31140,30881,0.12%
15-Jul-16,30977,30900,31100,30836,0.09%
14-Jul-16,30950,31150,31183,30726,-1.04%
13-Jul-16,31274,31100,31320,31100,0.76%
12-Jul-16,31039,31608,31608,30992,-1.71%
11-Jul-16,31578,31750,31888,31541,-0.44%
08-Jul-16,31719,31875,31895,31331,-0.51%
07-Jul-16,31881,32140,32175,31724,-0.73%
06-Jul-16,32116,32388,32455,32068,0.51%
05-Jul-16,31953,31704,31974,31610,0.53%
04-Jul-16,31783,31600,31850,31600,1.02%
01-Jul-16,31463,31250,31585,31250,0.85%
30-Jun-16,31199,31220,31290,31131,-0.37%
29-Jun-16,31315,31350,31459,31253,0.00%
28-Jun-16,31315,31450,31450,31161,-0.74%
27-Jun-16,31548,31450,31740,31434,0.47%
24-Jun-16,31401,30020,31925,30020,4.97%
23-Jun-16,29914,30077,30190,29852,-0.69%
22-Jun-16,30122,30251,30272,30055,-0.57%
21-Jun-16,30296,30600,30610,30231,-1.30%
20-Jun-16,30695,30550,30728,30340,0.30%
17-Jun-16,30602,30401,30657,30302,-0.02%
16-Jun-16,30607,30500,31245,30476,0.54%
15-Jun-16,30444,30450,30520,30305,-0.37%
14-Jun-16,30558,30350,30584,30270,0.52%
13-Jun-16,30399,30094,30474,30094,1.05%
10-Jun-16,30084,29901,30141,29816,0.49%
09-Jun-16,29937,29710,29970,29612,1.04%
08-Jun-16,29629,29400,29725,29400,0.90%
07-Jun-16,29366,29402,29447,29176,-0.29%
06-Jun-16,29450,29370,29499,29342,1.51%
03-Jun-16,29011,28600,29083,28560,1.47%
02-Jun-16,28591,28665,28700,28562,-0.19%
01-Jun-16,28646,28611,28798,28480,0.07%
31-May-16,28627,28668,28719,28555,0.08%
30-May-16,28603,28523,28700,28410,0.00%
27-May-16,28603,28691,28837,28536,-0.47%
26-May-16,28738,29100,29160,28705,-0.75%
25-May-16,28955,29200,29214,28861,-1.18%
24-May-16,29300,29687,29687,29275,-1.29%
23-May-16,29684,29677,29727,29570,-0.02%
20-May-16,29691,29718,29870,29653,-0.36%
19-May-16,29797,29917,29917,29623,-0.86%
18-May-16,30055,30041,30083,29911,0.02%
17-May-16,30049,29999,30140,29855,0.24%
16-May-16,29977,30064,30269,29912,-0.19%
13-May-16,30034,29943,30068,29750,0.44%
12-May-16,29901,29886,30095,29757,-0.11%
11-May-16,29935,29901,30075,29835,0.51%
10-May-16,29783,29797,29864,29607,-0.07%
09-May-16,29805,30215,30215,29765,-1.89%
06-May-16,30378,30120,30420,30000,1.61%
05-May-16,29897,30120,30180,29860,-0.31%
04-May-16,29991,30150,30314,29966,-0.77%
03-May-16,30224,30285,30448,30126,-0.23%
02-May-16,30294,30300,30538,30240,0.09%
29-Apr-16,30266,29749,30375,29749,1.95%
28-Apr-16,29686,29350,29727,29275,1.03%
27-Apr-16,29383,29246,29435,29246,0.62%
26-Apr-16,29202,29287,29287,29013,-0.21%
25-Apr-16,29262,29092,29300,29060,0.83%
22-Apr-16,29021,29373,29420,28986,-1.14%
21-Apr-16,29357,29255,29756,29210,0.14%
20-Apr-16,29317,29324,29418,29170,-0.03%
19-Apr-16,29326,29050,29375,29050,1.18%
18-Apr-16,28983,29010,29170,28934,0.08%
15-Apr-16,28959,28825,28993,28806,0.69%
14-Apr-16,28760,29050,29090,28715,-1.51%
13-Apr-16,29202,29286,29286,29058,-0.46%
12-Apr-16,29336,29284,29495,29240,0.02%
11-Apr-16,29330,29181,29400,29135,0.68%
08-Apr-16,29131,29145,29152,28851,0.24%
07-Apr-16,29060,28690,29140,28690,1.45%
06-Apr-16,28646,28785,28847,28579,0.56%
05-Apr-16,28486,28400,28680,28325,1.13%
04-Apr-16,28168,28080,28200,28056,0.46%
01-Apr-16,28040,28561,28640,27970,-1.78%
31-Mar-16,28549,28441,28682,28426,0.50%
30-Mar-16,28407,28655,28830,28361,-1.17%
29-Mar-16,28743,28389,28782,28341,1.00%
28-Mar-16,28458,28525,28525,28270,-0.49%
24-Mar-16,28599,28500,28665,28450,-0.02%
23-Mar-16,28604,29000,29000,28512,-1.53%
22-Mar-16,29049,28961,29340,28891,0.37%
21-Mar-16,28941,29100,29114,28820,-0.65%
18-Mar-16,29131,29399,29450,29003,-0.77%
17-Mar-16,29356,29185,29600,29185,1.35%
16-Mar-16,28966,29051,29145,28923,-0.24%
15-Mar-16,29037,29125,29200,28872,-0.51%
14-Mar-16,29187,29398,29577,29126,-1.06%
11-Mar-16,29500,29850,29923,29462,-1.44%
10-Mar-16,29931,29550,29961,29065,1.13%
09-Mar-16,29598,29666,29718,29301,-0.71%
08-Mar-16,29809,29650,30161,29650,0.73%
07-Mar-16,29592,29850,29965,29544,-0.58%
04-Mar-16,29766,29700,30040,29413,0.51%
03-Mar-16,29616,29275,29681,29245,0.94%
02-Mar-16,29339,29199,29391,29079,0.39%
01-Mar-16,29226,29650,29838,29186,-0.97%
29-Feb-16,29513,29409,29750,29381,0.60%
26-Feb-16,29337,29650,29729,29152,-1.47%
25-Feb-16,29774,29475,29820,29394,0.74%
24-Feb-16,29554,29403,29936,29241,0.86%
23-Feb-16,29302,29000,29397,29000,1.16%
22-Feb-16,28966,29101,29165,28801,-1.86%
19-Feb-16,29515,29386,29638,29290,0.70%
18-Feb-16,29309,28888,29369,28707,1.46%
17-Feb-16,28888,28953,29050,28731,-0.04%
16-Feb-16,28899,28610,29075,28425,0.73%
15-Feb-16,28690,29302,29302,28613,-2.37%
12-Feb-16,29386,29600,29805,29340,-1.36%
11-Feb-16,29791,28350,30095,28350,5.21%
10-Feb-16,28317,28350,28350,28025,-0.42%
09-Feb-16,28437,28421,28507,28190,-0.07%
08-Feb-16,28458,27578,28527,27578,2.67%
05-Feb-16,27717,27420,27834,27400,1.31%
04-Feb-16,27358,27200,27434,27182,0.59%
03-Feb-16,27198,27035,27240,26911,1.14%
02-Feb-16,26891,26848,26998,26750,0.41%
01-Feb-16,26782,26700,26883,26617,0.54%
29-Jan-16,26638,26665,26695,26485,-0.27%
28-Jan-16,26710,26844,26867,26600,-0.15%
27-Jan-16,26749,26450,26809,26450,1.37%
25-Jan-16,26387,26247,26442,26206,0.87%
22-Jan-16,26160,26281,26282,26100,-0.11%
21-Jan-16,26190,26361,26507,26151,-1.39%
20-Jan-16,26559,26199,26658,26164,1.93%
19-Jan-16,26057,26023,26080,25860,-0.03%
18-Jan-16,26065,26053,26100,25966,-0.18%
15-Jan-16,26112,25658,26215,25658,1.85%
14-Jan-16,25637,25824,26015,25591,-0.38%
13-Jan-16,25735,25620,25790,25516,0.24%
12-Jan-16,25674,25883,25966,25614,-0.76%
11-Jan-16,25870,26098,26118,25834,-0.43%
08-Jan-16,25982,26022,26088,25770,-0.45%
07-Jan-16,26100,25800,26123,25769,1.39%
06-Jan-16,25741,25469,25784,25439,1.39%
05-Jan-16,25388,25336,25490,25318,-0.04%
04-Jan-16,25397,25040,25521,25034,1.74%
01-Jan-16,24962,24913,25039,24913,0.12%
31-Dec-15,24931,25009,25013,24850,-0.20%
30-Dec-15,24982,25200,25217,24970,-0.59%
29-Dec-15,25130,25207,25279,25111,0.02%
28-Dec-15,25125,25193,25205,25111,-0.35%
24-Dec-15,25212,25123,25227,25092,0.58%
23-Dec-15,25067,25222,25240,25055,-0.73%
22-Dec-15,25251,25339,25397,25230,-0.53%
21-Dec-15,25385,25173,25413,25130,1.21%
18-Dec-15,25082,24871,25228,24846,0.97%
17-Dec-15,24841,25370,25370,24740,-2.46%
16-Dec-15,25468,25307,25498,25203,0.80%
15-Dec-15,25266,25333,25419,25190,-0.32%
14-Dec-15,25347,25606,25623,25335,-1.29%
11-Dec-15,25679,25357,25714,25270,1.03%
10-Dec-15,25418,25515,25544,25391,-0.72%
09-Dec-15,25602,25530,25747,25430,0.30%
08-Dec-15,25526,25500,25614,25387,-0.10%
07-Dec-15,25552,25710,25715,25512,1.13%
04-Dec-15,25267,25095,25685,25040,1.32%
03-Dec-15,24937,24804,25060,24757,0.39%
02-Dec-15,24840,25065,25127,24814,-0.62%
01-Dec-15,24994,25183,25218,24973,-0.30%
30-Nov-15,25069,24994,25115,24935,0.04%
27-Nov-15,25059,25244,25278,24965,-0.88%
26-Nov-15,25281,25255,25337,25250,0.23%
25-Nov-15,25222,25243,25275,25141,-0.26%
24-Nov-15,25289,25193,25379,25171,0.49%
23-Nov-15,25165,25183,25280,25081,-0.31%
20-Nov-15,25243,25361,25491,25200,-0.19%
19-Nov-15,25291,25186,25443,25100,0.79%
18-Nov-15,25094,24997,25174,24997,0.26%
17-Nov-15,25028,25290,25368,24960,-1.26%
16-Nov-15,25347,25585,25725,25327,-0.10%
13-Nov-15,25372,25390,25499,25336,0.17%
12-Nov-15,25329,25455,25540,25202,-0.56%
11-Nov-15,25471,25495,25529,25461,-0.43%
10-Nov-15,25582,25695,25725,25491,-0.40%
09-Nov-15,25686,25722,25763,25625,0.64%
06-Nov-15,25523,25815,25899,25464,-1.23%
05-Nov-15,25841,25819,25922,25743,0.27%
04-Nov-15,25771,25940,26073,25732,-0.58%
03-Nov-15,25922,26393,26432,25884,-1.84%
02-Nov-15,26409,26480,26540,26381,-0.34%
30-Oct-15,26499,26588,26625,26461,-0.46%
29-Oct-15,26621,27040,27040,26605,-1.67%
28-Oct-15,27073,26945,27189,26932,0.55%
27-Oct-15,26925,26806,26940,26780,0.38%
26-Oct-15,26823,26834,26927,26770,0.05%
23-Oct-15,26809,26874,27095,26726,-0.21%
22-Oct-15,26865,26963,27008,26843,-0.33%
21-Oct-15,26955,27120,27197,26925,-0.58%
20-Oct-15,27112,26927,27190,26913,0.39%
19-Oct-15,27006,27111,27111,26922,-0.53%
16-Oct-15,27150,27225,27225,27063,-0.39%
15-Oct-15,27257,27211,27368,27061,0.19%
14-Oct-15,27206,27108,27290,26900,0.84%
13-Oct-15,26979,26725,27026,26631,0.71%
12-Oct-15,26788,26675,26938,26664,0.62%
09-Oct-15,26622,26424,26696,26402,0.67%
08-Oct-15,26446,26501,26534,26337,-0.41%
07-Oct-15,26555,26700,26788,26416,-0.25%
06-Oct-15,26621,26424,26728,26385,2.12%
05-Oct-15,26068,26173,26201,26013,1.14%
01-Oct-15,25773,25827,25875,25711,-0.32%
30-Sep-15,25856,26212,26212,25760,-1.47%
29-Sep-15,26243,26536,26568,26211,-0.98%
28-Sep-15,26504,26692,26725,26341,-0.86%
25-Sep-15,26734,26825,26825,26628,-0.81%
24-Sep-15,26952,26520,27100,26465,1.83%
23-Sep-15,26467,26229,26490,26209,0.87%
22-Sep-15,26238,26319,26450,26181,-0.41%
